FID	Number_of	Bee_Family	Bee_Genus	Subgenus	Species	Subspecies	Location_D	Date	Floral_Hos
217	2	Andrenidae	Andrena	(Andrena)	schuhi	 	Pool Hollow, nr.	8-May-02	Cryptantha humilis
218	3	Andrenidae	Andrena	(Andrena)	schuhi	 	Pool Hollow, nr.	30-May-01	Cryptantha sp.
219	2	Andrenidae	Andrena	(Andrena)	schuhi	 	Pool Hollow, nr.	8-May-02	Taraxacum officinale
220	3	Andrenidae	Andrena	(Andrena)	schuhi	 	Second Blackburn Cyn, 3.0 mi S mouth of	17-May-01	No Floral Record
221	1	Andrenidae	Andrena	(Andrena)	schuhi	 	Wagon Box Mesa, 0.8 mi W	16-May-00	Cryptantha flava
222	1	Andrenidae	Andrena	(Andrena)	schuhi	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	13-May-03	No Floral Record
223	1	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	Calf Creek	14-May-01	Sphaeralcea grossulariifolia
224	1	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	Calf Creek	22-May-03	Sphaeralcea sp.
225	1	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	Cottonwood Creek, 4.2 mi SE Round Valley Spr.	26-May-03	Sphaeralcea sp.
226	3	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	Cougar Knoll, 0.4 mi E	31-May-01	No Floral Record
227	6	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	Lampstand, 3.0 mi S	24-May-01	Sphaeralcea coccinea
228	1	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	The Gulch	25-May-01	Sphaeralcea grossulariifolia
229	1	Andrenidae	Andrena	(Belandrena)	sphaeralceae	 	Wagon Box Mesa, 0.8 mi W	26-May-00	Sphaeralcea coccinea
230	3	Andrenidae	Andrena	(Callandrena)	accepta	 	Alvey Wash, 2.74 mi SSW jct Cottonwood Wash	16-Sep-03	Helianthus annuus
231	1	Andrenidae	Andrena	(Callandrena)	accepta	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	17-Sep-01	Senecio spartioides
232	1	Andrenidae	Andrena	(Callandrena)	accepta	 	Petrified Hollow, 4.4 mi E	4-Sep-03	Helianthus sp.
233	1	Andrenidae	Andrena	(Callandrena)	accepta	 	Round Valley Draw, 1.87 mi NNE	12-Sep-03	Helianthus annuus
234	3	Andrenidae	Andrena	(Callandrena)	haynesi	 	Twentyfive Mile Wash	18-Sep-03	Ericameria nauseosa
235	2	Andrenidae	Andrena	(Callandrena)	helianthi	 	Cottonwood Creek	2-Sep-03	Helianthus annuus
236	1	Andrenidae	Andrena	(Callandrena)	helianthi	 	Little No Man's Mesa, 3.12 mi NW	24-Sep-03	Ericameria nauseosa
237	2	Andrenidae	Andrena	(Callandrena)	helianthi	 	Round Valley Draw, 1.87 mi NNE	12-Sep-03	Helianthus annuus
238	2	Andrenidae	Andrena	(Callandrena)	n. sp.	 	Duffy Mesa, 1.8 mi NNW	29-Sep-03	Aster chilensis
239	1	Andrenidae	Andrena	(Callandrena)	n. sp.	 	Duffy Mesa, 1.8 mi NNW	12-Sep-02	Aster sp.
240	1	Andrenidae	Andrena	(Callandrena)	n. sp.	 	Duffy Mesa, 1.8 mi NNW	29-Sep-03	Chrysothamnus viscidiflorus
241	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Duffy Mesa, 1.8 mi NNW	2-Jun-03	Hymenopappus filifolius
242	4	Andrenidae	Andrena	(Callandrena)	utahensis	 	Duffy Mesa, 1.8 mi NNW	7-Jun-01	Hymenopappus filifolius
243	8	Andrenidae	Andrena	(Callandrena)	utahensis	 	Duffy Mesa, 1.8 mi NNW	8-Jun-00	Hymenopappus filifolius
244	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Duffy Mesa, 1.8 mi NNW	27-Sep-02	Chrysothamnus sp.
245	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Duffy Mesa, 1.8 mi NNW	31-Aug-01	Grindelia squarrosa
246	1	Andrenidae	Andrena	(Callandrena)	n. sp.	 	Lick Wash	11-Sep-03	Ericameria parryi
247	1	Andrenidae	Andrena	(Callandrena)	n. sp.	 	Lick Wash, 1.13 mi W mouth	10-Sep-03	Eriogonum racemosum
248	1	Andrenidae	Andrena	(Callandrena)	n. sp.	 	Slide Canyon, 2.14 mi E	10-Sep-03	Aster chilensis
249	1	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Slide Canyon, 2.14 mi E	10-Sep-03	Chrysothamnus sp.
250	12	Andrenidae	Andrena	(Callandrena)	n. sp.	 	White Point, 2.3 mi NNW	17-Sep-01	Ericameria nauseosa
251	1	Andrenidae	Andrena	(Callandrena)	neomexicana	 	Dance Hall Rock, 1.82 mi NW	20-Sep-01	Ericameria nauseosa
252	7	Andrenidae	Andrena	(Callandrena)	neomexicana	 	White Point, 2.3 mi NNW	17-Sep-01	Ericameria nauseosa
253	2	Andrenidae	Andrena	(Callandrena)	neomexicana	 	White Point, 3.4 mi NNW	28-Aug-00	Ericameria nauseosa
254	2	Andrenidae	Andrena	(Callandrena)	pecosana	 	Alvey Wash, 2.74 mi SSW jct Cottonwood Wash	16-Sep-03	Helianthus annuus
255	1	Andrenidae	Andrena	(Callandrena)	pecosana	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	17-Sep-01	Senecio spartioides
256	4	Andrenidae	Andrena	(Callandrena)	pecosana	 	Lampstand, 0.9 mi SE	14-Sep-00	Ericameria nauseosa
257	2	Andrenidae	Andrena	(Callandrena)	pecosana	 	Middle Bench, 2.86 mi NNW	22-Aug-03	Grindelia squarrosa
258	1	Andrenidae	Andrena	(Callandrena)	pecosana	 	Wagon Box Mesa, 1.5 mi W	12-Sep-01	Ericameria nauseosa
259	3	Andrenidae	Andrena	(Callandrena)	pecosana	 	White Cyn., 1.0 mi E	12-Sep-01	Ericameria nauseosa
260	1	Andrenidae	Andrena	(Callandrena)	pecosana	 	White Point, 3.4 mi NNW	29-Sep-00	Ericameria nauseosa
261	2	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Cottonwood Creek	2-Sep-03	Helianthus annuus
262	1	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Escalante River, jct Hwy 12	22-Sep-03	Ericameria nauseosa
263	1	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Grosvenor Arch, 0.32 mi SE	12-Sep-03	Viguiera sp.
264	1	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Paradise Canyon	3-Sep-03	Ericameria nauseosa
265	1	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Paria River, 3.0 mi S Cannonville	23-Sep-03	Chrysothamnus sp.
266	1	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Red Breaks, 2.3 mi NW	1-Oct-03	Chrysothamnus linifolius
267	1	Andrenidae	Andrena	(Callandrena)	sp. 1 (aff. pecosana)	 	Steep Creek, 0.5 mi E jct Long Canyon	15-Sep-03	Ericameria nauseosa
268	1	Andrenidae	Andrena	(Callandrena)	sp. 2 (aff. simulata)	 	Grosvenor Arch, 0.32 mi SE	12-Sep-03	No Floral Record
269	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Billy Pasture, 0.95 mi NW	9-Jun-03	Hymenopappus filifolius
270	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Brimstone Gulch, W	18-May-00	Hymenopappus filifolius
271	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Brimstone Gulch, W	8-May-00	No Floral Record
272	3	Andrenidae	Andrena	(Callandrena)	utahensis	 	Butler Valley, 4.0 mi S	26-May-03	Hymenoxys acaulis
273	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Calf Creek	22-May-03	Descurainia sophia
274	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Calf Creek	18-Jun-03	Hymenopappus filifolius
275	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Calf Creek	19-Jun-01	Hymenopappus filifolius
276	4	Andrenidae	Andrena	(Callandrena)	utahensis	 	Calf Creek	2-Jun-03	Hymenopappus filifolius
277	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Calf Creek	28-May-01	Psilostrophe sparsiflora
278	3	Andrenidae	Andrena	(Callandrena)	utahensis	 	Camp Spr., 1.5 mi SE	30-May-03	Asteraceae sp.
279	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Dance Hall Rock, 1.82 mi NW	7-May-02	Tamarix sp.
280	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Deer Creek	22-Jun-01	No Floral Record
281	1	Andrenidae	Andrena	(Melandrena)	cerasifolii	 	Duffy Mesa, 1.8 mi NNW	7-Jun-01	Hymenopappus filifolius
282	1	Andrenidae	Andrena	(Melandrena)	cerasifolii	 	Duffy Mesa, 1.8 mi NNW	7-Jun-01	Tamarix sp.
283	1	Andrenidae	Andrena	(Melandrena)	lupinorum	 	Duffy Mesa, 1.8 mi NNW	7-Jun-01	Tamarix sp.
284	1	Andrenidae	Andrena	(Onagrandrena)	anograe	knowltoni	Duffy Mesa, 1.8 mi NNW	6-May-02	Salix exigua
285	1	Andrenidae	Andrena	(Onagrandrena)	linsleyana	 	Duffy Mesa, 1.8 mi NNW	6-May-02	Salix exigua
286	4	Andrenidae	Andrena	(Parandrena)	andrenoides	 	Duffy Mesa, 1.8 mi NNW	10-May-01	Salix exigua
287	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Escalante River	28-May-01	Hymenopappus filifolius
288	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Escalante River	28-May-01	Hymenopappus filifolius
289	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Escalante River, jct Hwy 12	22-May-03	Asteraceae sp.
290	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Hot Canyon, 0.9 mi S	7-Jun-03	Hymenopappus filifolius
291	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Kitchen Corral Spr., 1.0 mi N	28-May-03	Cleome lutea
292	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Hymenopappus filifolius
293	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Kitchen Corral Spr., 1.0 mi N	28-May-03	Mentzelia albicaulis
294	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Kitchen Corral Spr., 1.0 mi N	29-May-02	Psilostrophe sparsiflora
295	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Kitchen Corral Spr., 1.0 mi N	28-May-03	Senecio sp.
296	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Kitchen Corral Spr., 1.0 mi N	28-May-03	Tamarix sp.
297	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Lick Wash	26-Jun-03	Gaillardia pinnatifida
298	5	Andrenidae	Andrena	(Callandrena)	utahensis	 	Lick Wash	9-Jun-03	Hymenopappus filifolius
299	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Lick Wash	27-May-03	No Floral Record
300	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Lick Wash	9-Jun-03	No Floral Record
301	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Lick Wash	26-Jun-03	Sphaeralcea sp.
302	5	Apidae	Ceratina	(Zadontomerus)	nanula	 	Long Canyon	15-May-02	Opuntia polyacantha
303	2	Apidae	Ceratina	(Zadontomerus)	pacifica	 	Long Canyon	15-May-02	Opuntia polyacantha
304	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Long Cyn, 0.8 mi NNW mouth	26-May-00	Hymenopappus filifolius
305	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	McGath Point, SW	21-Jun-03	Hymenopappus filifolius
306	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	McGath Point, SW	23-May-03	Hymenoxys acaulis
307	9	Andrenidae	Andrena	(Callandrena)	utahensis	 	Paradise Canyon	26-May-03	Asteraceae sp.
308	3	Andrenidae	Andrena	(Callandrena)	utahensis	 	Paradise Canyon	26-May-03	Hymenopappus filifolius
309	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Paradise Canyon	26-May-03	No Floral Record
310	4	Andrenidae	Andrena	(Callandrena)	utahensis	 	Pioneer Mesa, 1.7 mi WSW	25-May-00	Asteraceae sp. (yellow)
311	3	Andrenidae	Andrena	(Callandrena)	utahensis	 	Pioneer Mesa, 1.7 mi WSW	25-May-00	No Floral Record
312	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Pioneer Mesa, 1.7 mi WSW	24-May-01	Thelesperma subnudum
313	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Red Wash, 2.7 mi SSE Carly Knoll	23-May-01	Asteraceae sp.
314	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Red Well, 0.36 mi S	21-May-01	Hymenopappus filifolius
315	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	The Gulch	25-May-01	Hymenopappus filifolius
316	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	The Gut, 2.86 mi SSW	12-May-03	No Floral Record
317	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Twentyfive Mile Wash, 1.5 mi S	3-May-00	No Floral Record
318	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Twentyfive Mile Wash, 1.5 mi S	7-May-02	Poliomintha incana
319	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Wagon Box Mesa, 1.5 mi W	25-May-00	Asteraceae sp. (yellow)
320	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Wagon Box Mesa, 1.5 mi W	7-Jun-01	Asteraceae sp. (yellow)
321	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Wagon Box Mesa, 1.5 mi W	24-May-01	Helianthus sp.
322	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	Water Cyn, 0.5 mi SE mouth	25-May-01	No Floral Record
323	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	White Point, 2.3 mi NNW	21-May-01	Asteraceae sp. (yellow)
324	1	Andrenidae	Andrena	(Callandrena)	utahensis	 	White Point, 3.1 mi NNW	5-May-00	Poliomintha incana
325	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Willis Creek	27-May-03	Asteraceae sp.
326	2	Andrenidae	Andrena	(Callandrena)	utahensis	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	27-May-03	Hymenopappus filifolius
327	4	Andrenidae	Andrena	(Callandrena)	utahensis	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	9-Jun-03	Hymenopappus filifolius
328	1	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	Butler Valley Dam	2-Sep-03	Asteraceae sp.
329	13	Andrenidae	Andrena	(Parandrena)	wellesleyana	 	Duffy Mesa, 1.8 mi NNW	10-May-01	Salix exigua
330	1	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	Red Breaks, 2.3 mi NW	1-Oct-03	Chrysothamnus linifolius
331	3	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	Red Breaks, 2.3 mi NW	1-Oct-03	Chrysothamnus sp.
332	4	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	Red Breaks, 2.3 mi NW	4-Oct-03	Chrysothamnus sp.
333	16	Andrenidae	Calliopsis	(Calliopsima)	chlorops	 	Slide Canyon, 2.14 mi E	10-Sep-03	Aster chilensis
334	3	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	Steep Creek, 0.5 mi E jct Long Canyon	15-Sep-03	Ericameria nauseosa
335	2	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	Tenmile Spr., 1.86 mi WNW	1-Oct-03	Chrysothamnus depressus
336	2	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	The Gulch	12-Sep-01	Chrysothamnus sp.
337	3	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	White Cyn., 1.0 mi E	12-Sep-01	Ericameria nauseosa
338	4	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	White Point, 2.3 mi NNW	17-Sep-01	Ericameria nauseosa
339	1	Andrenidae	Andrena	(Callandrena)	vulpicolor	 	White Point, 3.4 mi NNW	17-Sep-01	No Floral Record
340	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Billy Pasture, 0.95 mi NW	26-Aug-02	Chrysothamnus sp.
341	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Calf Creek	10-Sep-01	Asteraceae sp. (purple)
342	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Cougar Knoll, 1.32 mi SSW	3-Sep-03	Chrysothamnus sp.
343	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Cougar Knoll, 1.32 mi SSW	15-Aug-03	Erigeron bellidiastrum
344	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Cougar Knoll, 1.32 mi SSW	31-Jul-03	No Floral Record
345	35	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Cougar Knoll, 1.32 mi SSW	15-Aug-03	Thelypodium integrifolium
346	4	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Deer Spring Pt., 2.04 mi SW	10-Sep-03	Chrysothamnus linifolius
347	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Deer Spring Pt., 2.04 mi SW	10-Sep-03	Eriogonum racemosum
348	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Dry Fork, N	30-Sep-03	Ericameria nauseosa
349	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Dry Fork, N	14-Aug-03	Eriogonum corymbosum
350	2	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Dry Fork, N	18-Sep-03	Eriogonum corymbosum
351	7	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Dry Fork, N	26-Aug-03	Eriogonum corymbosum
352	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Dry Fork, N	26-Aug-03	Gutierrezia microcephala
353	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Dry Fork, N	18-Sep-03	Gutierrezia sarothrae
354	3	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Jody's Knoll, 1.0 mi SSW	5-Sep-03	Chrysothamnus greenei
355	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Jody's Knoll, 1.0 mi SSW	20-Aug-03	Eriogonum racemosum
356	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Lick Wash	11-Sep-03	Chrysothamnus linifolius
357	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Lick Wash	11-Sep-03	Chrysothamnus sp.
358	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Lick Wash	11-Sep-03	Eriogonum sp.
359	1	Andrenidae	Andrena	(Cnemidandrena)	costillensis	 	Lick Wash	11-Sep-03	Machaeranthera canescens
360	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Billy Pasture, 0.4 mi N	24-Sep-03	Ericameria parryi
361	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Calf Creek	10-Sep-01	Asteraceae sp. (purple)
362	5	Andrenidae	Andrena	(Parandrena)	wellesleyana	 	Duffy Mesa, 1.8 mi NNW	6-May-02	Salix exigua
363	1	Andrenidae	Andrena	(Parandrena)	wellesleyana	 	Duffy Mesa, 1.8 mi NNW	6-May-02	Salix sp.
364	2	Andrenidae	Andrena	(Plastandrena)	prunorum	prunorum	Duffy Mesa, 1.8 mi NNW	6-May-02	Salix exigua
365	4	Andrenidae	Andrena	(Plastandrena)	prunorum	prunorum	Duffy Mesa, 1.8 mi NNW	6-May-02	Salix sp.
366	2	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	17-Sep-01	Asteraceae sp. (purple)
367	2	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	5-Sep-01	Asteraceae sp. (purple)
368	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	17-Sep-01	Chrysothamnus sp.
369	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	24-Aug-01	Chrysothamnus sp.
370	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	17-Sep-01	Senecio spartioides
371	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	6-Aug-01	Senecio spartioides
372	4	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Escalante Riv., jct Death Hollow, 1.3 mi W	17-Sep-01	Asteraceae sp. (purple)
373	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Kitchen Corral Spr., 1.0 mi N	25-Sep-03	Senecio spartioides
374	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	Long Cyn, 0.8 mi NNW mouth	14-Sep-01	Heterotheca villosa
375	1	Andrenidae	Andrena	(Cnemidandrena)	n. sp. 2 (aff. costillensis)	 	The Gulch	12-Sep-01	Chrysothamnus sp.
376	2	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.34 mi SW	22-Aug-01	Gutierrezia sarothrae
377	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.61mi SSW	3-Sep-03	Aster glaucodes
378	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.61mi SSW	15-Aug-03	Cleome lutea
379	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.61mi SSW	15-Aug-03	Erigeron bellidiastrum
380	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.61mi SSW	15-Aug-03	Helianthus annuus
381	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.61mi SSW	15-Aug-03	Heterotheca villosa
382	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.73 mi SSE	11-Aug-00	Ericameria nauseosa
383	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.73 mi SSE	19-Sep-00	Ericameria nauseosa
384	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.73 mi SSE	21-Aug-01	Ericameria parryi
385	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	3-Sep-03	Chrysothamnus sp.
386	3	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	11-Aug-00	Ericameria nauseosa
387	3	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	15-Aug-03	Ericameria nauseosa
388	3	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	23-Aug-00	Ericameria nauseosa
389	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	3-Sep-03	Ericameria nauseosa
390	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	7-Sep-00	Ericameria nauseosa
391	3	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	7-Sep-01	Ericameria nauseosa
392	3	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	15-Aug-03	Ericameria parryi
393	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	15-Aug-03	Erigeron sp.
394	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 0.97 mi SSE	15-Aug-03	Gutierrezia sarothrae
395	11	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	3-Sep-03	Chrysothamnus sp.
396	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	15-Aug-03	Erigeron bellidiastrum
397	2	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	3-Sep-03	Gutierrezia sarothrae
398	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	15-Aug-03	Helianthus petiolaris
399	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	22-Aug-01	Machaeranthera canescens
400	2	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	3-Sep-03	No Floral Record
401	35	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Cougar Knoll, 1.32 mi SSW	15-Aug-03	Thelypodium integrifolium
402	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Georgie Hollow, 0.6 mi NE	22-Aug-01	Ericameria sp.
403	3	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Jody's Knoll, 1.0 mi SSW	24-Sep-03	Chrysothamnus greenei
404	6	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Jody's Knoll, 1.0 mi SSW	5-Sep-03	Chrysothamnus greenei
405	13	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Lick Wash, 1.13 mi W mouth	10-Sep-03	Eriogonum racemosum
406	1	Andrenidae	Andrena	(Cnemidandrena)	ramaleyi	 	Little No Man's Mesa, 3.12 mi NW	5-Sep-03	Cleome serrulata
407	1	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Alvey Wash, 2.74 mi SSW jct Cottonwood Wash	16-Sep-03	Helianthus annuus
408	3	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Blue Hills	26-Sep-02	No Floral Record
409	1	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Burr Tr., White Cyn. Flat	28-Aug-02	Chrysothamnus sp.
410	2	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	30-Sep-02	Chrysothamnus viscidiflorus
411	6	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	10-Sep-01	Ericameria nauseosa
412	2	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	23-Sep-03	Ericameria nauseosa
413	1	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	25-Aug-00	Ericameria nauseosa
414	1	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	30-Sep-02	Ericameria nauseosa
415	1	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	5-Oct-00	Ericameria nauseosa
416	2	Andrenidae	Andrena	(Cnemidandrena)	sp. 3 (aff. aurihirta)	 	Calf Creek	8-Sep-03	Ericameria parryi
